Asset NO.(SAP),รหัสครุภัณฑ์,รายละเอียดสินทรัพย์,วันที่ขึ้นทะเบียนสินทรัพย์,หน่วยนับ,Price,life_time,ชนิด,ลักษณะ,หน่วยงาน,ชื่อหน่วยงาน
10000025425,630101502000161,"พัดลมดูดอากาศ พัดลมระบายอากาศ High Pressure Industrial Type 2,100 CFM.",2020-09-24,เครื่อง,40564.69,5.0,A015 พัดลม,A023 พัดลมดูดอากาศ,0213,กองอาคารสถานที่
10000025428,630101502000162,"พัดลมดูดอากาศ พัดลมระบายอากาศ High Pressure Insustrial Type HPIF with thermostat ON-OFF 3,050 CFM.",2020-09-24,เครื่อง,54118.35,5.0,A015 พัดลม,A023 พัดลมดูดอากาศ,0213,กองอาคารสถานที่
10000025431,630101801000014,ลิฟท์ ลิฟต์โดยสารชนิดไม่มีห้องเครื่อง จอดรับ-ส่ง 10 ชั้น (ชั้น 1 - 10),2020-09-24,ตัว,3382397.0,5.0,A018 ลิฟท์,A027 ลิฟท์,0213,กองอาคารสถานที่
10000025434,630101801000015,ลิฟท์ ลิฟต์โดยสารชนิดไม่มีห้องเครื่อง จอดรับ-ส่ง 10 ชั้น (ชั้น 1 - 10),2020-09-24,ตัว,3382397.0,5.0,A018 ลิฟท์,A027 ลิฟท์,0213,กองอาคารสถานที่
10000025437,630101801000016,ลิฟท์ ลิฟต์โดยสารชนิดไม่มีห้องเครื่อง จอดรับ-ส่ง 10 ชั้น (ชั้น 1 - 10),2020-09-24,ตัว,3382397.0,5.0,A018 ลิฟท์,A027 ลิฟท์,0213,กองอาคารสถานที่
41000000255,610401001000008,เครื่องสูบ/ปั๊มน้ำ เครื่องสูบน้ำประปา (CWP-01 & CWP-02) (ห้องประปา ชั้น 1 หลังอาคาร),2018-06-15,เครื่อง,390320.0,5.0,D010 เครื่องสูบน้ำ,D012 เครื่องสูบน้ำ,0213,กองอาคารสถานที่
41000000256,610401001000009,เครื่องสูบ/ปั๊มน้ำ เครื่องสูบน้ำประปา (CWP-01 & CWP-02) (ห้องประปา ชั้น 1 หลังอาคาร),2018-06-15,เครื่อง,390320.0,5.0,D010 เครื่องสูบน้ำ,D012 เครื่องสูบน้ำ,0213,กองอาคารสถานที่
41000000257,610401001000010,"เครื่องสูบ/ปั๊มน้ำ เครื่องสูบน้ำเพิ่มแรงดัน (BP01,02) (อยู่ห้องปั้มน้ำชั้น11 ดาดฟ้า)",2018-06-15,เครื่อง,395080.0,5.0,D010 เครื่องสูบน้ำ,D012 เครื่องสูบน้ำ,0213,กองอาคารสถานที่
60000005681,640601801000125,ไมโครโฟน ไมโครโฟนไร้สาย ชนิดมือถือ (จำนวน 2 ชุด),2021-04-01,ตัว,10647.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000005682,640601801000126,ไมโครโฟน ไมโครโฟนไร้สาย ชนิดมือถือ (จำนวน 2 ชุด),2021-04-01,ตัว,10647.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000005901,610600201000004,หม้อแปลงไฟฟ้า ขนาด 1600 KVA (ชั้น 1 หลังอาคาร),2018-06-15,เครื่อง,1191679.22,5.0,F002 หม้อแปลงไฟฟ้า,F003 หม้อแปลงไฟฟ้า,0213,กองอาคารสถานที่
60000005902,610601901000014,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้าหลัก( MDP2)(ห้องไฟฟ้า ชั้น1 หลังอาคาร),2018-06-15,ตู้,1702663.9,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005903,610601901000015,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เก็บอุปกรณ์สำหรับเครือข่ายแบบที่ 1 สำหรับห้องควบคุมขนาด 42 U(ห้องเซอร์เวอร์ ชั้น 3),2018-06-15,ตู้,71400.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005904,610601901000016,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เก็บอุปกรณ์สำหรับเครือข่ายแบบที่ 2 ตามชั้นขนาด 15 U(ห้องไฟฟ้าสื่อสาร ชั้น1),2018-06-15,ตู้,32130.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005905,610601901000017,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เก็บอุปกรณ์สำหรับเครือข่ายแบบที่ 2 ตามชั้นขนาด 15 U(ห้องไฟฟ้าสื่อสาร ชั้น2),2018-06-15,ตู้,32130.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005906,610601901000018,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เก็บอุปกรณ์สำหรับเครือข่ายแบบที่ 2 ตามชั้นขนาด 15 U(ห้องไฟฟ้าสื่อสาร ชั้น3),2018-06-15,ตู้,32130.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005907,610601901000019,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เก็บอุปกรณ์สำหรับเครือข่ายแบบที่ 2 ตามชั้นขนาด 15 U(ห้องไฟฟ้าสื่อสาร ชั้น4),2018-06-15,ตู้,32130.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005908,610601901000020,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เก็บอุปกรณ์สำหรับเครือข่ายแบบที่ 2 ตามชั้นขนาด 15 U(ห้องไฟฟ้าสื่อสาร ชั้น5),2018-06-15,ตู้,32130.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005909,610601901000021,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เก็บอุปกรณ์สำหรับเครือข่ายแบบที่ 2 ตามชั้นขนาด 15 U(ห้องไฟฟ้าสื่อสาร ชั้น6),2018-06-15,ตู้,32130.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005910,610601901000022,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เก็บอุปกรณ์สำหรับเครือข่ายแบบที่ 2 ตามชั้นขนาด 15 U(ห้องไฟฟ้าสื่อสาร ชั้น7),2018-06-15,ตู้,32130.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005911,610601901000023,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เก็บอุปกรณ์สำหรับเครือข่ายแบบที่ 2 ตามชั้นขนาด 15 U(ห้องไฟฟ้าสื่อสาร ชั้น8),2018-06-15,ตู้,32130.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005912,610601901000024,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เก็บอุปกรณ์สำหรับเครือข่ายแบบที่ 2 ตามชั้นขนาด 15 U(ห้องไฟฟ้าสื่อสาร ชั้น9),2018-06-15,ตู้,32130.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005913,610601901000025,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เก็บอุปกรณ์สำหรับเครือข่ายแบบที่ 2 ตามชั้นขนาด 15 U(ห้องไฟฟ้าสื่อสาร ชั้น10),2018-06-15,ตู้,32130.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005914,610601901000026,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้าหลัก( MDP1)(ห้องไฟฟ้า ชั้น1 หลังอาคาร),2018-06-15,ตู้,1703366.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005915,610601901000027,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้าย่อย(SDP1)(ห้องไฟฟ้าย่อย ชั้น1),2018-06-15,ตู้,173061.7,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005916,610601901000028,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้าย่อย(SDP2)(ห้องไฟฟ้าย่อย ชั้น2),2018-06-15,ตู้,397150.6,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005917,610601901000029,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้าย่อย(SDP3)(ห้องไฟฟ้าย่อย ชั้น3),2018-06-15,ตู้,436515.8,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005918,610601901000030,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้าย่อย(SDP4)(ห้องไฟฟ้าย่อย ชั้น4),2018-06-15,ตู้,396736.48,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005919,610601901000031,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้าย่อย(SDP5)(ห้องไฟฟ้าย่อย ชั้น5),2018-06-15,ตู้,53300.1,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005920,610601901000032,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้าย่อย(SDP6)(ห้องไฟฟ้าย่อย ชั้น6),2018-06-15,ตู้,53300.1,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005921,610601901000033,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้าย่อย(SDP7)(ห้องไฟฟ้าย่อย ชั้น7),2018-06-15,ตู้,53300.1,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005922,610601901000034,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้าย่อย(SDP8)(ห้องไฟฟ้าย่อย ชั้น8),2018-06-15,ตู้,53300.1,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005923,610601901000035,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้าย่อย(SDP9)(ห้องไฟฟ้าย่อย ชั้น9),2018-06-15,ตู้,53300.1,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005924,610601901000036,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้าย่อย(SDP10)(ห้องไฟฟ้าย่อย ชั้น10),2018-06-15,ตู้,53300.1,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005925,610601901000037,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้า EDP(ห้องไฟฟ้า ชั้น1),2018-06-15,ตู้,785899.8,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005926,610601901000038,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้า FEDP(ห้องไฟฟ้า ชั้น1),2018-06-15,ตู้,731742.9,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005927,610601901000039,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้า GCP.S1(ห้องสำรองไฟฟ้า ชั้น1),2018-06-15,ตู้,130067.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005928,610601901000040,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้า SDPE3(ห้องไฟฟ้าย่อย ชั้น3),2018-06-15,ตู้,51360.4,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005929,610601901000041,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้า SDPE4(ห้องไฟฟ้าย่อย ชั้น4),2018-06-15,ตู้,59987.9,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005930,610601901000042,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้า SDPEL1(ชั้น11),2018-06-15,ตู้,54799.5,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005931,610601901000043,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้า SDPEL2 (ชั้น 11 ห้องบนหลังคาลิฟต์โดยสาร 3 ตัว(10ชั้น)),2018-06-15,ตู้,105969.5,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005932,610601901000044,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้า SDPEL3(ห้องไฟฟ้าย่อย ชั้น4),2018-06-15,ตู้,37853.9,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005933,610601901000045,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้เมนไฟฟ้า SDPE.SMF( ห้องควบคุม ชั้น1 ),2018-06-15,ตู้,44613.1,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005935,620600301000009,เครื่องขยายเสียง ตู้ SUB-WOOFER / ชุดขยายเสียง 1020 วัตต์,2019-03-12,เครื่อง,55640.0,5.0,F003 เครื่องขยายเสียง,F005 เครื่องขยายเสียง,0213,กองอาคารสถานที่
60000005936,620600301000010,เครื่องขยายเสียง ตู้ SUB-WOOFER / ชุดขยายเสียง 1020 วัตต์,2019-03-12,เครื่อง,55640.0,5.0,F003 เครื่องขยายเสียง,F005 เครื่องขยายเสียง,0213,กองอาคารสถานที่
60000005938,620600301000011,เครื่องขยายเสียง ตู้ SUB-WOOFER / ชุดขยายเสียง 1020 วัตต์,2019-03-12,เครื่อง,55640.0,5.0,F003 เครื่องขยายเสียง,F005 เครื่องขยายเสียง,0213,กองอาคารสถานที่
60000005940,620600301000012,เครื่องขยายเสียง ตู้ SUB-WOOFER / ชุดขยายเสียง 1020 วัตต์,2019-03-12,เครื่อง,55640.0,5.0,F003 เครื่องขยายเสียง,F005 เครื่องขยายเสียง,0213,กองอาคารสถานที่
60000005942,620601401000002,จานรับสัญญาณดาวเทียม (ดาดฟ้า ชั้น 11),2019-03-12,อัน,10120.23,5.0,F014 จานรับสัญญาณดาวเทียม,F020 จานรับสัญญาณดาวเทียม,0213,กองอาคารสถานที่
60000005944,620601701000692,ลำโพง ตู้ลำโพงพร้อมชุดขยายเสียง 1100 วัตต์,2019-03-12,ตู้,50290.0,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000005946,620601701000693,ลำโพง ตู้ลำโพงพร้อมชุดขยายเสียง 1100 วัตต์,2019-03-12,ตู้,50290.0,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000005948,620601701000694,ลำโพง ตู้ลำโพงพร้อมชุดขยายเสียง 1100 วัตต์,2019-03-12,ตู้,50290.0,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000005950,620601701000695,ลำโพง ตู้ลำโพงพร้อมชุดขยายเสียง 1100 วัตต์,2019-03-12,ตู้,50290.0,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000005951,620601801000168,ไมโครโฟน ไมโครโฟนไร้สายดิจิตอลแบบเกี่ยวหู,2019-03-12,ตัว,20223.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000005952,620601801000169,ไมโครโฟน ไมโครโฟนไร้สายดิจิตอลแบบเกี่ยวหู,2019-03-12,ตัว,20223.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000005953,620601801000170,ไมโครโฟน ไมโครโฟนไร้สายดิจิตอลแบบเกี่ยวหู,2019-03-12,ตัว,20223.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000005954,620601801000171,ไมโครโฟน ไมโครโฟนไร้สายดิจิตอลแบบเกี่ยวหู,2019-03-12,ตัว,20223.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000005955,620601801000172,ไมโครโฟน ไมโครโฟนไร้สายดิจิตอลแบบมือถือคู่,2019-03-12,ตัว,34775.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000005956,620601801000173,ไมโครโฟน ไมโครโฟนไร้สายดิจิตอลแบบมือถือคู่,2019-03-12,ตัว,34775.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000005957,620601801000174,ไมโครโฟน ไมโครโฟนไร้สายดิจิตอลแบบมือถือคู่,2019-03-12,ตัว,34775.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000005958,620601801000175,ไมโครโฟน ไมโครโฟนไร้สายดิจิตอลแบบมือถือคู่,2019-03-12,ตัว,34775.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000005959,620601901000053,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้แร็ค ไฟเบอร์ ABS สูง 10 ยู,2019-03-12,ตู้,8560.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005960,620601901000054,ตู้(ครุภัณฑ์ไฟฟ้า) ตู้แร็ค ไฟเบอร์ ABS สูง 10 ยู,2019-03-12,ตู้,8560.0,5.0,F019 ตู้(ครุภัณฑ์ไฟฟ้า),F031 ตู้(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005961,620602801000002,เครื่องควบคุม(ครุภัณฑ์ไฟฟ้า) เครื่องควบคุมเสียงดิจิตอล,2019-03-12,เครื่อง,37236.0,5.0,F028 เครื่องควบคุม(ครุภัณฑ์ไฟฟ้า),F044 เครื่องควบคุม(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005962,620602801000003,เครื่องควบคุม(ครุภัณฑ์ไฟฟ้า) เครื่องควบคุมเสียงดิจิตอล,2019-03-12,เครื่อง,37236.0,5.0,F028 เครื่องควบคุม(ครุภัณฑ์ไฟฟ้า),F044 เครื่องควบคุม(ครุภัณฑ์ไฟฟ้า),0213,กองอาคารสถานที่
60000005990,630600201000001,หม้อแปลงไฟฟ้า หม้อแปลงไฟฟ้าชนิด OIL IMMERSE ขนาด 1600 KVA 22 KV พร้อมอุปกรณ์ประกอบ,2020-09-24,เครื่อง,662035.0,5.0,F002 หม้อแปลงไฟฟ้า,F003 หม้อแปลงไฟฟ้า,0213,กองอาคารสถานที่
60000005991,630600301000010,เครื่องขยายเสียง เครื่องขยายเสียง Mixer Power Amplifier 240 วัตต์,2020-09-24,เครื่อง,42800.0,5.0,F003 เครื่องขยายเสียง,F005 เครื่องขยายเสียง,0213,กองอาคารสถานที่
60000005992,630601701000035,ลำโพง ลำโพงแบบ Full Range ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000005993,630601701000036,ลำโพง ลำโพงแบบ Full Range ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000005994,630601701000037,ลำโพง ลำโพงแบบ Full Range ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000005995,630601701000038,ลำโพง ลำโพงแบบ Full Range ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000005996,630601701000057,ลำโพง ลำโพงแบบ Full Range ขนาด 10 นิ้ว,2020-09-24,ตู้,134935.56,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000005997,630601701000058,ลำโพง ลำโพงแบบ Full Range ขนาด 10 นิ้ว,2020-09-24,ตู้,134935.56,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000005998,630601701000059,ลำโพง ลำโพงแบบ Full Range ขนาด 10 นิ้ว,2020-09-24,ตู้,134935.56,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000005999,630601701000060,ลำโพง ลำโพงแบบ Full Range ขนาด 10 นิ้ว,2020-09-24,ตู้,134935.56,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006000,630601701000061,ลำโพง ลำโพงแบบ Full Range ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006001,630601701000062,ลำโพง ลำโพงแบบ Full Range ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006002,630601701000063,ลำโพง ลำโพงสำหรับห้องควบคุม,2020-09-24,ตู้,11543.16,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006003,630601701000064,ลำโพง ลำโพงสำหรับห้องควบคุม,2020-09-24,ตู้,11543.16,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006004,630601801000200,ไมโครโฟน ไมโครโฟนไร้สายชนิดหนีบปกเสื้อและชนิดมือถือ,2020-09-24,ตัว,32100.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000006005,630601801000203,ไมโครโฟน ไมโครโฟนไร้สายขนิดหนีบปกเสื้อและชนิดมือถือ,2020-09-24,ตัว,32100.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000006006,630601801000204,ไมโครโฟน ไมโครโฟนไร้สายขนิดหนีบปกเสื้อและชนิดมือถือ,2020-09-24,ตัว,32100.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000006007,630601801000205,ไมโครโฟน ไมโครโฟนไร้สายขนิดหนีบปกเสื้อและชนิดมือถือ,2020-09-24,ตัว,32100.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000006008,630601801000212,ไมโครโฟน ไมโครโฟนไร้สายชนิดหนีบปกเสื้อและชนิดมือถือ,2020-09-24,ตัว,32100.0,5.0,F018 ไมโครโฟน,F028 ไมโครโฟน,0213,กองอาคารสถานที่
60000006009,630605501000001,เครื่องตรวจสอบสัญญาณเสียง เครื่องประมวลผลสัญญาณเสียงแบบดิจิตอล,2020-09-24,เครื่อง,132945.36,5.0,F055 เครื่องตรวจสอบสัญญาณเสียง,F079 เครื่องตรวจสอบสัญญาณเสียง,0213,กองอาคารสถานที่
60000006010,6406017010104,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006011,6406017010105,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006012,6406017010106,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006013,6406017010107,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006014,6406017010108,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006015,6406017010109,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006016,6406017010110,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006017,6406017010111,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006018,6406017010112,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006019,6406017010113,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006020,6406017010114,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006021,6406017010115,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006022,6406017010116,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
60000006023,6406017010117,ลำโพง แบบ Full Rang ขนาด 8 นิ้ว,2020-09-24,ตู้,14528.46,5.0,F017 ลำโพง,F026 ลำโพง,0213,กองอาคารสถานที่
